17 135 4 4.00021 3.40229 362.039
18 345 4 4.00021 2.20348 512
19 660 4 4.00021 2.10156 724.077
20 1035 4 4.00021 2.04958 1024
21 1150 4 4.00021 2.52506 1448.15
