17 130 4 4.00021 3.40524 362.039
18 345 4 4.00021 2.20092 512
19 710 4 4.00021 2.10032 724.077
20 1015 4 4.00021 2.05129 1024
21 1170 4 4.00021 2.52506 1448.15
