17 205 3 2.58999 2.22334 362.039
18 265 3 2.96992 2.37311 512
19 650 3 2.54999 1.74467 724.077
20 1065 3 2.81996 1.85008 1024
21 1545 3 2.96992 1.89648 1448.15
