5 2497 24627 0.333351 1 1.00005 1 1
10 2430 22253 0.909106 2 2.25005 3 2
15 2454 21256 1.125 2 2.74998 3 2
20 2664 21199 1.23816 2 3.25025 4 3
25 2769 21196 1.1538 2 3.50024 4 3
30 2909 21268 1.16373 2 3.87019 4 3
35 3138 21463 1.16216 2 4.06018 5 4
40 3395 21568 1.31707 2 4.25008 5 4
45 3583 21780 1.35142 2 4.38001 5 4
50 3794 21837 1.45407 2 4.56998 5 4
55 3969 21917 1.46436 2 4.69006 5 4
60 4213 22007 1.53843 2 4.87016 5 4
65 4582 22358 1.54551 2 5.00021 5 5
70 5017 22456 1.6055 2 5.09986 6 5
75 5270 22503 1.60534 2 5.15966 6 5
80 5648 22602 1.65426 2 5.25958 6 5
85 5923 22667 1.65319 2 5.32965 6 5
90 6282 22763 1.69228 2 5.41973 6 5
95 6547 22846 1.68598 2 5.47979 6 5
100 6909 22927 1.72112 2 5.56988 6 5
105 7171 23005 1.71726 2 5.62991 6 5
110 7532 23086 1.74904 2 5.7199 6 5
115 7798 23164 1.74288 2 5.7799 6 5
120 8160 23236 1.76842 2 5.86986 6 5
125 8404 23322 1.76063 2 5.92984 6 5
130 8956 23699 1.79474 3 6.00984 7 6
135 9403 24172 1.82645 3 6.04989 7 6
140 9852 23943 1.89335 3 6.09996 7 6
145 10151 23854 1.90846 3 6.13 7 6
150 10640 23882 1.96726 3 6.18007 7 6
155 10970 23924 1.9799 3 6.21011 7 6
160 11437 24012 2.03301 3 6.26018 7 6
165 11804 24081 2.04962 3 6.30023 7 6
170 12281 24164 2.09821 3 6.35026 7 6
175 12626 24243 2.10691 3 6.38023 7 6
180 13103 24344 2.15024 3 6.43018 7 6
185 13432 24415 2.15532 3 6.46015 7 6
190 13901 24498 2.19436 3 6.5101 7 6
195 14273 24601 2.20528 3 6.55005 7 6
200 14796 24685 2.24268 3 6.6 7 6
205 15139 24757 2.24664 3 6.62997 7 6
210 15648 24832 2.28042 3 6.67994 7 6
215 15971 24908 2.28183 3 6.70994 7 6
220 16443 24985 2.30688 3 6.74995 7 6
225 16784 25077 2.30878 3 6.77995 7 6
230 17247 25147 2.33319 3 6.81996 7 6
235 17562 25236 2.32849 3 6.83996 7 6
240 18030 25313 2.35148 3 6.87997 7 6
245 18378 25391 2.35213 3 6.90997 7 6
250 18831 25466 2.37274 3 6.94997 7 6
255 19156 25530 2.37211 3 6.97997 7 6
260 19661 25826 2.37762 3 7.00998 8 7
265 19703 25880 2.3393 3 7.03001 8 7
270 19893 25963 2.32706 3 7.05004 8 7
275 19955 26046 2.29556 3 7.07007 8 7
280 19967 26114 2.26475 3 7.10011 8 7
285 20135 26204 2.24827 3 7.11012 8 7
290 20179 26291 2.21979 3 7.14016 8 7
295 20361 26338 2.20576 3 7.15017 8 7
300 20392 26434 2.17971 3 7.18021 8 7
305 20431 26490 2.15289 3 7.20024 8 7
310 20606 26573 2.14454 3 7.22027 8 7
315 20625 26647 2.11582 3 7.2403 8 7
320 20815 26713 2.10796 3 7.26032 8 7
325 20828 26783 2.08022 3 7.28035 8 7
330 21043 26832 2.0739 3 7.30038 8 7
335 21102 26897 2.05222 3 7.3204 8 7
340 21157 26973 2.03105 3 7.35045 8 7
345 21443 27053 2.03163 3 7.35045 8 7
350 21461 27139 2.00736 3 7.38049 8 7
355 21630 27196 1.9981 3 7.3905 8 7
360 21790 27256 1.98986 3 7.41053 8 7
365 21832 27325 1.96736 3 7.43055 8 7
370 22156 27403 1.97322 3 7.44054 8 7
375 22157 27466 1.94753 3 7.46053 8 7
380 22459 27544 1.95311 3 7.47052 8 7
385 22526 27571 1.93544 3 7.49051 8 7
390 22570 27644 1.91857 3 7.52049 8 7
395 22743 27720 1.91142 3 7.53048 8 7
400 22763 27774 1.89516 3 7.56046 8 7
405 22946 27831 1.88857 3 7.57045 8 7
410 22981 27897 1.87266 3 7.60043 8 7
415 23028 27980 1.85679 3 7.62041 8 7
420 23191 28033 1.85419 3 7.6404 8 7
425 23225 28075 1.83637 3 7.66038 8 7
430 23418 28167 1.83434 3 7.68037 8 7
435 23434 28211 1.81711 3 7.70035 8 7
440 23623 28282 1.81461 3 7.72035 8 7
445 23656 28340 1.80019 3 7.74035 8 7
450 23693 28424 1.78708 3 7.77036 8 7
455 23897 28476 1.78271 3 7.78036 8 7
460 23944 28531 1.77025 3 7.81037 8 7
465 24117 28602 1.7653 3 7.82038 8 7
470 24164 28703 1.75291 3 7.85039 8 7
475 24204 28753 1.73799 3 7.87039 8 7
480 24507 28818 1.74501 3 7.8804 8 7
485 24498 28873 1.72704 3 7.9004 8 7
490 24823 28928 1.7343 3 7.91041 8 7
495 24862 29005 1.72056 3 7.93041 8 7
500 25008 29045 1.71708 3 7.95042 8 7
505 25191 29098 1.71283 3 7.96042 8 7
510 25196 29179 1.69931 3 7.99043 8 7
515 25614 29516 1.69603 3 8.00043 8 8
520 25652 29538 1.68594 3 8.00043 8 8
525 25721 29597 1.67536 3 8.00043 8 8
530 26104 29653 1.69434 3 8.02037 9 8
535 26362 29711 1.7005 3 8.04031 9 8
540 26624 29749 1.70894 3 8.05028 9 8
545 26669 29832 1.69656 3 8.05028 9 8
550 26797 29864 1.69587 3 8.05028 9 8
555 27067 29935 1.70436 3 8.07023 9 8
560 27396 29994 1.72202 3 8.10014 9 8
565 27559 30064 1.71885 3 8.10014 9 8
570 27573 30094 1.70884 3 8.10014 9 8
575 27737 30144 1.70559 3 8.10014 9 8
580 28116 30217 1.72229 3 8.13005 9 8
585 28388 30256 1.73035 3 8.15 9 8
590 28580 30338 1.72978 3 8.15 9 8
595 28774 30854 1.71802 3 8.15 9 8
600 28926 30549 1.72334 3 8.15 9 8
605 29162 30579 1.72839 3 8.16994 9 8
610 29492 30581 1.74235 3 8.18988 9 8
615 29683 30649 1.73947 3 8.18988 9 8
620 29705 30725 1.72841 3 8.18988 9 8
625 30063 30843 1.73115 3 8.18988 9 8
630 30335 30931 1.74466 3 8.2198 9 8
635 30592 30923 1.74969 3 8.22977 9 8
640 30795 30964 1.74877 3 8.22977 9 8
645 30796 30995 1.73723 3 8.22977 9 8
650 31075 31073 1.74467 3 8.23974 9 8
655 31326 31122 1.74966 3 8.25968 9 8
660 31691 31166 1.7643 3 8.27962 9 8
665 31735 31234 1.75497 3 8.27962 9 8
670 31909 31535 1.74623 3 8.27962 9 8
675 32035 31366 1.75095 3 8.28959 9 8
680 32371 31414 1.76545 3 8.31951 9 8
685 32631 31443 1.76996 3 8.32948 9 8
690 32691 31563 1.76155 3 8.32948 9 8
695 32719 31578 1.75276 3 8.32948 9 8
700 33078 31636 1.76635 3 8.34942 9 8
705 33321 31700 1.7707 3 8.36936 9 8
710 33608 31753 1.77697 3 8.37933 9 8
715 33638 31780 1.7668 3 8.37933 9 8
720 33844 31879 1.76576 3 8.37933 9 8
725 34092 31887 1.77206 3 8.39928 9 8
730 34397 31968 1.78317 3 8.42919 9 8
735 34688 32010 1.78517 3 8.42919 9 8
740 34718 32074 1.77534 3 8.42919 9 8
745 34990 32323 1.77287 3 8.42919 9 8
750 35247 32208 1.78401 3 8.44913 9 8
755 35472 32247 1.78775 3 8.46907 9 8
760 35772 32300 1.79163 3 8.46907 9 8
765 35794 32345 1.78025 3 8.46907 9 8
770 35972 32395 1.77905 3 8.46907 9 8
775 36242 32472 1.78479 3 8.48902 9 8
780 36604 32552 1.79711 3 8.51902 9 8
785 36761 32629 1.79404 3 8.51902 9 8
790 36791 32635 1.78666 3 8.51902 9 8
795 36994 32700 1.78379 3 8.51902 9 8
800 37266 32767 1.79556 3 8.54907 9 8
805 37510 32797 1.80058 3 8.5691 9 8
810 37675 32840 1.79978 3 8.5691 9 8
815 37706 32868 1.79085 3 8.5691 9 8
820 37976 32955 1.79614 3 8.57912 9 8
825 38169 32968 1.79948 3 8.59915 9 8
830 38548 33050 1.81054 3 8.61918 9 8
835 38611 33075 1.8032 3 8.61918 9 8
840 38655 33094 1.79633 3 8.61918 9 8
845 38953 33158 1.79984 3 8.6292 9 8
850 39279 33231 1.81085 3 8.65925 9 8
855 39575 33286 1.81388 3 8.66926 9 8
860 39724 33360 1.8113 3 8.66926 9 8
865 39818 33467 1.80272 3 8.66926 9 8
870 40178 33501 1.81198 3 8.67928 9 8
875 40420 33557 1.81386 3 8.69931 9 8
880 40802 33584 1.82291 3 8.70933 9 8
885 40824 33633 1.81459 3 8.70933 9 8
890 40993 33694 1.81205 3 8.70933 9 8
895 41213 33730 1.81498 3 8.71935 9 8
900 41538 33774 1.82535 3 8.74939 9 8
905 41820 33816 1.82841 3 8.7594 9 8
910 41896 33895 1.82192 3 8.7594 9 8
915 41940 33934 1.81512 3 8.7594 9 8
920 42281 33979 1.82511 3 8.77941 9 8
925 42508 34026 1.82785 3 8.79941 9 8
930 42797 34099 1.83217 3 8.80942 9 8
935 42846 34154 1.82438 3 8.80942 9 8
940 43018 34224 1.82348 3 8.80942 9 8
945 43257 34293 1.82765 3 8.82943 9 8
950 43595 34352 1.83735 3 8.85944 9 8
955 43773 34431 1.83467 3 8.85944 9 8
960 43808 34467 1.82835 3 8.85944 9 8
965 43971 34543 1.82585 3 8.85944 9 8
970 44313 34572 1.83543 3 8.88945 9 8
975 44563 34638 1.8394 3 8.90944 9 8
980 44743 34676 1.83851 3 8.90944 9 8
985 44769 34719 1.82935 3 8.90944 9 8
990 45067 34757 1.83189 3 8.90944 9 8
995 45309 34828 1.83483 3 8.92944 9 8
1000 45666 34884 1.84268 3 8.94944 9 8
1005 45851 34925 1.84059 3 8.94944 9 8
1010 45878 35002 1.83321 3 8.94944 9 8
1015 46249 35127 1.83445 3 8.94944 9 8
1020 46506 35381 1.84196 3 8.97945 9 8
1025 47053 35559 1.84622 3 8.99946 9 9
1030 47273 35606 1.84494 3 8.99946 9 9
1035 47337 35638 1.83754 3 8.99946 9 9
1040 47652 35818 1.84157 3 8.99946 9 9
1045 48083 35898 1.84421 3 9.00947 10 9
1050 48658 35800 1.85278 3 9.01948 10 9
1055 48725 35863 1.84651 3 9.01948 10 9
1060 48719 35880 1.84088 3 9.01948 10 9
1065 49231 35908 1.84332 3 9.0295 10 9
1070 49768 35930 1.85223 3 9.03951 10 9
1075 50357 36049 1.85455 3 9.04952 10 9
1080 50335 36102 1.84849 3 9.04952 10 9
1085 50435 36199 1.84254 3 9.04952 10 9
